participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.prolific_id,participant.prolific_study_id,participant.prolific_session_id,participant.inactive_excluded,participant.inactive_excluded_reason,participant.group_dropped,participant.part1_payoff_eligible,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.participation_fee,session.config.real_world_currency_per_point,session.config.control_questions_max_attempts,session.config.skip_intro_control_questions,session.config.completionlink,bargaining_tdl_intro.1.player.id_in_group,bargaining_tdl_intro.1.player.role,bargaining_tdl_intro.1.player.payoff,bargaining_tdl_intro.1.player.prolific_id,bargaining_tdl_intro.1.player.prolific_pid_url,bargaining_tdl_intro.1.player.prolific_study_id,bargaining_tdl_intro.1.player.prolific_session_id,bargaining_tdl_intro.1.player.draft_history_left,bargaining_tdl_intro.1.player.draft_history_right,bargaining_tdl_intro.1.player.signal_left,bargaining_tdl_intro.1.player.signal_right,bargaining_tdl_intro.1.player.first_intention_selected,bargaining_tdl_intro.1.player.example1_earnings_you,bargaining_tdl_intro.1.player.example1_earnings_left,bargaining_tdl_intro.1.player.example1_earnings_right,bargaining_tdl_intro.1.player.example2_earnings_you,bargaining_tdl_intro.1.player.example2_earnings_left,bargaining_tdl_intro.1.player.example2_earnings_right,bargaining_tdl_intro.1.player.example3_earnings_you,bargaining_tdl_intro.1.player.example3_earnings_left,bargaining_tdl_intro.1.player.example3_earnings_right,bargaining_tdl_intro.1.player.time_welcome,bargaining_tdl_intro.1.player.time_instructions_part1,bargaining_tdl_intro.1.player.time_control_questions,bargaining_tdl_intro.1.player.time_goodbye,bargaining_tdl_intro.1.player.time_chat_and_signals,bargaining_tdl_intro.1.player.time_on_page,bargaining_tdl_intro.1.group.id_in_subsession,bargaining_tdl_intro.1.subsession.round_number,bargaining_tdl_main.1.player.id_in_group,bargaining_tdl_main.1.player.role,bargaining_tdl_main.1.player.payoff,bargaining_tdl_main.1.player.player_color,bargaining_tdl_main.1.player.part1_calculated_payoff,bargaining_tdl_main.1.player.signal_left,bargaining_tdl_main.1.player.signal_right,bargaining_tdl_main.1.player.first_intention_selected,bargaining_tdl_main.1.player.time_welcome,bargaining_tdl_main.1.player.time_chat,bargaining_tdl_main.1.player.time_signals,bargaining_tdl_main.1.player.time_chat_and_signals,bargaining_tdl_main.1.player.decision_choice,bargaining_tdl_main.1.player.received_signal_left,bargaining_tdl_main.1.player.received_signal_right,bargaining_tdl_main.1.player.id_player_on_the_left,bargaining_tdl_main.1.player.id_player_on_the_right,bargaining_tdl_main.1.player.time_experiment_terminated,bargaining_tdl_main.1.player.time_decision,bargaining_tdl_main.1.player.time_results,bargaining_tdl_main.1.player.time_on_page,bargaining_tdl_main.1.player.chat_interrupted,bargaining_tdl_main.1.player.participant_left_ts,bargaining_tdl_main.1.player.part1_payoff_eligible,bargaining_tdl_main.1.player.decision_inactive,bargaining_tdl_main.1.player.signal_inactive,bargaining_tdl_main.1.player.received_signal_left_inactive,bargaining_tdl_main.1.player.received_signal_right_inactive,bargaining_tdl_main.1.group.id_in_subsession,bargaining_tdl_main.1.group.grp_coordinate,bargaining_tdl_main.1.group.grp_triadicsplit,bargaining_tdl_main.1.group.selected_part_for_payment,bargaining_tdl_main.1.group.chat_left_p1,bargaining_tdl_main.1.group.chat_left_p2,bargaining_tdl_main.1.group.chat_left_p3,bargaining_tdl_main.1.group.group_dropped,bargaining_tdl_main.1.group.reconnect_deadline_ts,bargaining_tdl_main.1.group.interrupted_player_id,bargaining_tdl_main.1.group.last_ping_p1,bargaining_tdl_main.1.group.last_ping_p2,bargaining_tdl_main.1.group.last_ping_p3,bargaining_tdl_main.1.group.submit_grace_until_p1,bargaining_tdl_main.1.group.submit_grace_until_p2,bargaining_tdl_main.1.group.submit_grace_until_p3,bargaining_tdl_main.1.group.part1_payoff_eligible,bargaining_tdl_main.1.subsession.round_number,bargaining_tdl_part3.1.player.id_in_group,bargaining_tdl_part3.1.player.role,bargaining_tdl_part3.1.player.payoff,bargaining_tdl_part3.1.player.decision,bargaining_tdl_part3.1.player.example1_earnings_you,bargaining_tdl_part3.1.player.example1_earnings_left,bargaining_tdl_part3.1.player.example1_earnings_right,bargaining_tdl_part3.1.player.example2_earnings_you,bargaining_tdl_part3.1.player.example2_earnings_left,bargaining_tdl_part3.1.player.example2_earnings_right,bargaining_tdl_part3.1.player.all_control_questions_correct,bargaining_tdl_part3.1.player.time_instructions_part3,bargaining_tdl_part3.1.player.time_summary_part3,bargaining_tdl_part3.1.player.time_control_questions_part3,bargaining_tdl_part3.1.player.time_thank_you_part3,bargaining_tdl_part3.1.player.time_decision_part3,bargaining_tdl_part3.1.player.time_results_part3,bargaining_tdl_part3.1.player.time_on_page,bargaining_tdl_part3.1.player.selected_part_for_payment,bargaining_tdl_part3.1.group.id_in_subsession,bargaining_tdl_part3.1.subsession.round_number,bargaining_tdl_survey.1.player.id_in_group,bargaining_tdl_survey.1.player.role,bargaining_tdl_survey.1.player.payoff,bargaining_tdl_survey.1.player.gender,bargaining_tdl_survey.1.player.age,bargaining_tdl_survey.1.player.field_of_study,bargaining_tdl_survey.1.player.university_years,bargaining_tdl_survey.1.player.job_status,bargaining_tdl_survey.1.player.willingness_future,bargaining_tdl_survey.1.player.willingness_risk,bargaining_tdl_survey.1.player.reciprocity_positive,bargaining_tdl_survey.1.player.reciprocity_negative,bargaining_tdl_survey.1.player.willingness_donate,bargaining_tdl_survey.1.player.trust_general,bargaining_tdl_survey.1.player.beauty_contest_guess,bargaining_tdl_survey.1.player.time_on_page,bargaining_tdl_survey.1.player.time_survey_intro,bargaining_tdl_survey.1.player.time_survey_questions,bargaining_tdl_survey.1.player.time_survey_scale_intro,bargaining_tdl_survey.1.player.time_survey_page4,bargaining_tdl_survey.1.player.time_survey_page5,bargaining_tdl_survey.1.player.time_survey_page6,bargaining_tdl_survey.1.player.time_survey_page7,bargaining_tdl_survey.1.player.time_survey_page8,bargaining_tdl_survey.1.player.time_survey_page9,bargaining_tdl_survey.1.player.time_survey_page10,bargaining_tdl_survey.1.player.time_final_results,bargaining_tdl_survey.1.group.id_in_subsession,bargaining_tdl_survey.1.subsession.round_number
1,i5x0cyrn,,0,3,30,bargaining_tdl_intro,ControlQuestionsAttempt1,2026-05-04 09:47:33.620824,1,,,0.0,,,,,,,,pw1f4pme,,,,,1,bargaining_tdl,0.0,1.0,5,,,1,,0.0,,,,,,,,,,,,,,,,,,,11.92,14.37,0.0,0.0,0.0,14.37,1,1,1,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,-1,,,,,,,,,,,,,,1,1,,0.0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,1,1,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,3iph7cwr,,0,3,30,bargaining_tdl_intro,ControlQuestionsAttempt1,2026-05-04 09:47:35.883235,1,,,0.0,,,,,,,,pw1f4pme,,,,,1,bargaining_tdl,0.0,1.0,5,,,2,,0.0,,,,,,,,,,,,,,,,,,,1.26,17.96,0.0,0.0,0.0,17.96,1,1,2,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,-1,,,,,,,,,,,,,,1,2,,0.0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,1,2,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3,tenijdil,,0,3,30,bargaining_tdl_intro,ControlQuestionsAttempt1,2026-05-04 09:47:38.345724,1,,,0.0,,,,,,,,pw1f4pme,,,,,1,bargaining_tdl,0.0,1.0,5,,,3,,0.0,,,,,,,,,,,,,,,,,,,2289.86,4.2,0.0,0.0,0.0,4.2,1,1,3,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,-1,,,,,,,,,,,,,,1,3,,0.0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,1,3,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
4,l5kb3csg,,0,3,30,bargaining_tdl_intro,ControlQuestionsAttempt1,2026-05-04 16:03:17.822429,1,,,0.0,,,,,,,,pw1f4pme,,,,,1,bargaining_tdl,0.0,1.0,5,,,4,,0.0,,,,,,,,,,,,,,,,,,,2.14,93.43,0.0,0.0,0.0,93.43,1,1,4,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,-1,,,,,,,,,,,,,,1,4,,0.0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,1,4,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,n4ysjirt,,0,0,30,,,,0,,,0.0,,,,,,,,pw1f4pme,,,,,1,bargaining_tdl,0.0,1.0,5,,,5,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,-1,,,,,,,,,,,,,,1,5,,0.0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,1,5,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,f0yudz1f,,0,0,30,,,,0,,,0.0,,,,,,,,pw1f4pme,,,,,1,bargaining_tdl,0.0,1.0,5,,,6,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,-1,,,,,,,,,,,,,,1,6,,0.0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,1,6,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
7,94udhtjo,,0,30,30,bargaining_tdl_survey,FinalResults,2026-05-05 06:41:28.453443,1,,,0.0,,,,,,,,pw1f4pme,,,,,1,bargaining_tdl,0.0,1.0,5,,,7,,0.0,,,,,,,,,,6,0,6,4,4,4,0,0,0,164.87,67.19,67.19,0.0,0.0,67.19,1,1,1,,0.0,Red,4.0,split_you,split_other,left,164.87,118.05,33.63,151.68,Both,split_both,split_other,cgkblckg,wy7rg0s3,0.0,623.91,0.79,0.79,,,,,,,,2,1,1,0,,,,,,,,,,,,,,1,7,,0.0,share_both,,,,,,,0,483.99,0.0,0.0,0.0,17.09,4.48,4.48,-1,1,1,7,,0.0,0,23,econ,2,employee,8,9,7,6,9,7,55.0,4.17,139.65,22.27,1.03,2.85,1.44,1.04,1.58,1.08,1.26,4.17,0.0,1,1
8,wy7rg0s3,,0,30,30,bargaining_tdl_survey,FinalResults,2026-05-05 06:41:22.074997,1,,,0.0,,,,,,,,pw1f4pme,,,,,1,bargaining_tdl,0.0,1.0,5,,,8,,0.0,,,,,,,,,,6,0,6,4,4,4,0,0,0,2581.16,3.55,3.55,0.0,0.0,3.55,1,1,2,,0.0,Green,4.0,split_other,split_other,left,2581.16,227.32,25.72,253.04,Both,split_other,split_both,94udhtjo,cgkblckg,0.0,563.46,6.93,6.93,,,,,,,,2,1,1,0,,,,,,,,,,,,,,1,8,,0.0,share_one,,,,,,,0,1272.4,0.0,0.0,0.0,1.95,1.61,1.61,-1,1,1,8,,0.0,0,34,econ,2,employee,8,9,8,9,10,8,3.0,36.45,5.15,21.97,3.01,1.81,1.35,1.22,1.33,1.38,1.85,36.45,0.0,1,1
9,cgkblckg,,0,30,30,bargaining_tdl_survey,FinalResults,2026-05-05 06:41:25.512436,1,,,0.0,,,,,,,,pw1f4pme,,,,,1,bargaining_tdl,0.0,1.0,5,,,9,,0.0,,,,,,,,,,6,0,6,4,4,4,0,0,0,2549.19,2.58,2.58,0.0,0.0,2.58,1,1,3,,0.0,Blue,4.0,split_both,split_both,left,2549.19,74.15,43.91,118.06,Both,split_other,split_you,wy7rg0s3,94udhtjo,0.0,631.11,0.77,0.77,,,,,,,,2,1,1,0,,,,,,,,,,,,,,1,9,,0.0,share_one,,,,,,,0,1261.31,0.0,0.0,0.0,3.74,88.03,88.03,-1,1,1,9,,0.0,2,23,econ,4,employee,9,10,8,10,8,9,3.0,3.31,0.95,13.31,1.15,2.3,1.72,1.11,0.87,1.9,1.51,3.31,0.0,1,1
1,1i6iv58t,,0,30,30,bargaining_tdl_survey,FinalResults,2026-05-05 09:50:01.728700,1,,,4.0,,,,,,,,6vf3sgej,,,,,1,bargaining_tdl,0.0,1.0,5,0,,1,,0.0,,,,,,,,,,6,0,6,4,4,4,0,0,0,69.28,3.38,3.38,0.0,0.0,3.38,1,1,1,,4.0,Red,4.0,split_both,split_both,right,69.28,123.6,6.73,130.32999999999998,Both,split_both,split_both,59r488q8,eidw00zh,0.0,16.11,8.38,8.38,,,,,,,,2,1,1,1,1,1,1,,,,,,,,,,,1,1,,0.0,share_both,,,,,,,0,4.08,0.0,0.0,0.0,17.75,1.25,1.25,-1,1,1,1,,0.0,2,34,econ,22,employee,8,9,8,10,8,9,140.0,117.62,1.31,14.38,1.45,1.84,1.12,1.05,0.88,1.28,0.96,117.62,0.0,1,1
