participant.id_in_session;participant.code;participant.label;participant._is_bot;participant._index_in_pages;participant._max_page_index;participant._current_app_name;participant._current_page_name;participant.time_started_utc;participant.visited;participant.mturk_worker_id;participant.mturk_assignment_id;participant.payoff;participant.prolific_id;participant.prolific_study_id;participant.prolific_session_id;participant.inactive_excluded;participant.inactive_excluded_reason;participant.group_dropped;participant.part1_payoff_eligible;session.code;session.label;session.mturk_HITId;session.mturk_HITGroupId;session.comment;session.is_demo;session.config.name;session.config.participation_fee;session.config.real_world_currency_per_point;session.config.control_questions_max_attempts;session.config.skip_intro_control_questions;session.config.use_test_timers;session.config.completionlink;bargaining_tdl_intro.1.player.id_in_group;bargaining_tdl_intro.1.player.role;bargaining_tdl_intro.1.player.payoff;bargaining_tdl_intro.1.player.prolific_id;bargaining_tdl_intro.1.player.prolific_pid_url;bargaining_tdl_intro.1.player.prolific_study_id;bargaining_tdl_intro.1.player.prolific_session_id;bargaining_tdl_intro.1.player.draft_history_left;bargaining_tdl_intro.1.player.draft_history_right;bargaining_tdl_intro.1.player.signal_left;bargaining_tdl_intro.1.player.signal_right;bargaining_tdl_intro.1.player.first_intention_selected;bargaining_tdl_intro.1.player.example1_earnings_you;bargaining_tdl_intro.1.player.example1_earnings_left;bargaining_tdl_intro.1.player.example1_earnings_right;bargaining_tdl_intro.1.player.example2_earnings_you;bargaining_tdl_intro.1.player.example2_earnings_left;bargaining_tdl_intro.1.player.example2_earnings_right;bargaining_tdl_intro.1.player.example3_earnings_you;bargaining_tdl_intro.1.player.example3_earnings_left;bargaining_tdl_intro.1.player.example3_earnings_right;bargaining_tdl_intro.1.player.time_welcome;bargaining_tdl_intro.1.player.time_instructions_part1;bargaining_tdl_intro.1.player.time_control_questions;bargaining_tdl_intro.1.player.time_goodbye;bargaining_tdl_intro.1.player.time_chat_and_signals;bargaining_tdl_intro.1.player.time_on_page;bargaining_tdl_intro.1.group.id_in_subsession;bargaining_tdl_intro.1.subsession.round_number;bargaining_tdl_main.1.player.id_in_group;bargaining_tdl_main.1.player.role;bargaining_tdl_main.1.player.payoff;bargaining_tdl_main.1.player.player_color;bargaining_tdl_main.1.player.part1_calculated_payoff;bargaining_tdl_main.1.player.signal_left;bargaining_tdl_main.1.player.signal_right;bargaining_tdl_main.1.player.first_intention_selected;bargaining_tdl_main.1.player.time_welcome;bargaining_tdl_main.1.player.time_chat;bargaining_tdl_main.1.player.time_signals;bargaining_tdl_main.1.player.time_chat_and_signals;bargaining_tdl_main.1.player.decision_choice;bargaining_tdl_main.1.player.received_signal_left;bargaining_tdl_main.1.player.received_signal_right;bargaining_tdl_main.1.player.id_player_on_the_left;bargaining_tdl_main.1.player.id_player_on_the_right;bargaining_tdl_main.1.player.time_experiment_terminated;bargaining_tdl_main.1.player.time_decision;bargaining_tdl_main.1.player.time_results;bargaining_tdl_main.1.player.time_on_page;bargaining_tdl_main.1.player.chat_interrupted;bargaining_tdl_main.1.player.participant_left_ts;bargaining_tdl_main.1.player.part1_payoff_eligible;bargaining_tdl_main.1.player.decision_inactive;bargaining_tdl_main.1.player.signal_inactive;bargaining_tdl_main.1.player.received_signal_left_inactive;bargaining_tdl_main.1.player.received_signal_right_inactive;bargaining_tdl_main.1.group.id_in_subsession;bargaining_tdl_main.1.group.grp_coordinate;bargaining_tdl_main.1.group.grp_triadicsplit;bargaining_tdl_main.1.group.selected_part_for_payment;bargaining_tdl_main.1.group.chat_left_p1;bargaining_tdl_main.1.group.chat_left_p2;bargaining_tdl_main.1.group.chat_left_p3;bargaining_tdl_main.1.group.group_dropped;bargaining_tdl_main.1.group.reconnect_deadline_ts;bargaining_tdl_main.1.group.interrupted_player_id;bargaining_tdl_main.1.group.last_ping_p1;bargaining_tdl_main.1.group.last_ping_p2;bargaining_tdl_main.1.group.last_ping_p3;bargaining_tdl_main.1.group.submit_grace_until_p1;bargaining_tdl_main.1.group.submit_grace_until_p2;bargaining_tdl_main.1.group.submit_grace_until_p3;bargaining_tdl_main.1.group.part1_payoff_eligible;bargaining_tdl_main.1.subsession.round_number;bargaining_tdl_part3.1.player.id_in_group;bargaining_tdl_part3.1.player.role;bargaining_tdl_part3.1.player.payoff;bargaining_tdl_part3.1.player.decision;bargaining_tdl_part3.1.player.example1_earnings_you;bargaining_tdl_part3.1.player.example1_earnings_left;bargaining_tdl_part3.1.player.example1_earnings_right;bargaining_tdl_part3.1.player.example2_earnings_you;bargaining_tdl_part3.1.player.example2_earnings_left;bargaining_tdl_part3.1.player.example2_earnings_right;bargaining_tdl_part3.1.player.all_control_questions_correct;bargaining_tdl_part3.1.player.time_instructions_part3;bargaining_tdl_part3.1.player.time_summary_part3;bargaining_tdl_part3.1.player.time_control_questions_part3;bargaining_tdl_part3.1.player.time_thank_you_part3;bargaining_tdl_part3.1.player.time_decision_part3;bargaining_tdl_part3.1.player.time_results_part3;bargaining_tdl_part3.1.player.time_on_page;bargaining_tdl_part3.1.player.selected_part_for_payment;bargaining_tdl_part3.1.group.id_in_subsession;bargaining_tdl_part3.1.subsession.round_number;bargaining_tdl_survey.1.player.id_in_group;bargaining_tdl_survey.1.player.role;bargaining_tdl_survey.1.player.payoff;bargaining_tdl_survey.1.player.gender;bargaining_tdl_survey.1.player.age;bargaining_tdl_survey.1.player.field_of_study;bargaining_tdl_survey.1.player.university_years;bargaining_tdl_survey.1.player.job_status;bargaining_tdl_survey.1.player.willingness_future;bargaining_tdl_survey.1.player.willingness_risk;bargaining_tdl_survey.1.player.reciprocity_positive;bargaining_tdl_survey.1.player.reciprocity_negative;bargaining_tdl_survey.1.player.willingness_donate;bargaining_tdl_survey.1.player.trust_general;bargaining_tdl_survey.1.player.beauty_contest_guess;bargaining_tdl_survey.1.player.time_on_page;bargaining_tdl_survey.1.player.time_survey_intro;bargaining_tdl_survey.1.player.time_survey_questions;bargaining_tdl_survey.1.player.time_survey_scale_intro;bargaining_tdl_survey.1.player.time_survey_page4;bargaining_tdl_survey.1.player.time_survey_page5;bargaining_tdl_survey.1.player.time_survey_page6;bargaining_tdl_survey.1.player.time_survey_page7;bargaining_tdl_survey.1.player.time_survey_page8;bargaining_tdl_survey.1.player.time_survey_page9;bargaining_tdl_survey.1.player.time_survey_page10;bargaining_tdl_survey.1.player.time_final_results;bargaining_tdl_survey.1.group.id_in_subsession;bargaining_tdl_survey.1.subsession.round_number
1;opt0r6qy;;0;32;32;bargaining_tdl_survey;FinalResults;2026-05-19 10:44:08.329046;1;;;0.0;;;;;;0;1;el73t6hp;;;;;0;bargaining_tdl;0.0;1.0;5;0;0;https://app.prolific.com/submissions/complete?cc=C1HQEIID;1;;0.0;;;;;;;;;;6;0;6;4;4;4;0;0;0;2.58;1.7;11.79;0.0;0.0;11.79;1;1;1;;0.0;Red;0.0;split_both;split_both;left;2.58;0.0;2.21;2.21;Left;split_other;split_you;dx0ls2i4;p3wi5j2i;0.0;2.9;3.18;3.18;1;17.791.876.267.403.000;1;0;0;0;0;2;0;0;1;1;1;1;0;17.791.877.167.403.000;1;1.779.187.573.449.940;1.779.187.623.212.120;17.791.876.182.246.700;0.0;1.779.187.650.589.150;17.791.876.471.247.000;1;1;1;;0.0;share_both;;;;;;;0;12.69;0.0;0.0;0.0;12.69;1.21;1.21;-1;1;1;1;;0.0;0;23;Tech;10;employer;6;7;8;7;7;8;2.0;3.89;0.97;10.06;0.83;1.8;0.94;1.22;0.87;1.16;2.38;3.89;0.0;1;1
2;p3wi5j2i;;0;32;32;bargaining_tdl_survey;FinalResults;2026-05-19 10:44:09.133468;1;;;0.0;;;;;;0;1;el73t6hp;;;;;0;bargaining_tdl;0.0;1.0;5;0;0;https://app.prolific.com/submissions/complete?cc=C1HQEIID;2;;0.0;;;;;;;;;;6;0;6;4;4;4;0;0;0;19.69;2.42;10.7;0.0;0.0;10.7;1;1;2;;0.0;Green;0.0;split_you;split_other;left;19.69;115.82;2.8;11.861.999.999.999.900;Right;split_both;split_other;opt0r6qy;dx0ls2i4;0.0;8.44;7.07;7.07;1;1.779.187.623.212.120;1;0;0;0;0;2;0;0;1;1;1;1;0;17.791.877.167.403.000;1;1.779.187.573.449.940;1.779.187.623.212.120;17.791.876.182.246.700;0.0;1.779.187.650.589.150;17.791.876.471.247.000;1;1;2;;0.0;share_one;;;;;;;0;2.17;0.0;0.0;0.0;2.17;84.97;84.97;-1;1;1;2;;0.0;1;34;fedgfd;18;employee;7;8;9;7;8;9;1.4;4.33;2.69;9.07;1.27;3.27;2.01;1.04;1.16;1.28;1.28;4.33;0.0;1;1
3;dx0ls2i4;;0;32;32;bargaining_tdl_survey;FinalResults;2026-05-19 10:44:09.546058;1;;;0.0;;;;;;0;1;el73t6hp;;;;;0;bargaining_tdl;0.0;1.0;5;0;0;https://app.prolific.com/submissions/complete?cc=C1HQEIID;3;;0.0;;;;;;;;;;6;0;6;4;4;4;0;0;0;38.02;1.81;11.88;0.0;0.0;11.88;1;1;3;;0.0;Blue;0.0;split_other;split_other;left;38.02;111.34;11.13;122.47;Both;split_other;split_both;p3wi5j2i;opt0r6qy;0.0;5.22;4.24;4.24;1;17.791.876.181.888.800;1;0;0;0;0;2;0;0;1;1;1;1;0;17.791.877.167.403.000;1;1.779.187.573.449.940;1.779.187.623.212.120;17.791.876.182.246.700;0.0;1.779.187.650.589.150;17.791.876.471.247.000;1;1;3;;0.0;share_both;;;;;;;0;7.2;0.0;0.0;0.0;7.2;41.49;41.49;-1;1;1;3;;0.0;1;34;ferfge;1;employer;7;7;8;7;7;7;1.1;8.28;0.58;10.21;1.19;1.17;1.46;1.53;1.47;1.57;1.04;8.28;0.0;1;1
4;a8x78sfj;;0;0;32;;;;0;;;0.0;;;;;;;;el73t6hp;;;;;0;bargaining_tdl;0.0;1.0;5;0;0;https://app.prolific.com/submissions/complete?cc=C1HQEIID;4;;0.0;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;1;1;4;;0.0;;0.0;;;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0;0.0;1;0;0;0;0;1;0;0;-1;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;4;;0.0;;;;;;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;1;1;4;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1
5;x5in9q99;;0;0;32;;;;0;;;0.0;;;;;;;;el73t6hp;;;;;0;bargaining_tdl;0.0;1.0;5;0;0;https://app.prolific.com/submissions/complete?cc=C1HQEIID;5;;0.0;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;1;1;5;;0.0;;0.0;;;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0;0.0;1;0;0;0;0;1;0;0;-1;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;5;;0.0;;;;;;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;1;1;5;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1
6;282lzkhr;;0;0;32;;;;0;;;0.0;;;;;;;;el73t6hp;;;;;0;bargaining_tdl;0.0;1.0;5;0;0;https://app.prolific.com/submissions/complete?cc=C1HQEIID;6;;0.0;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;1;1;6;;0.0;;0.0;;;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0;0.0;1;0;0;0;0;1;0;0;-1;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;6;;0.0;;;;;;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;1;1;6;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1
7;xnrj7ri1;;0;0;32;;;;0;;;0.0;;;;;;;;el73t6hp;;;;;0;bargaining_tdl;0.0;1.0;5;0;0;https://app.prolific.com/submissions/complete?cc=C1HQEIID;7;;0.0;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;1;1;7;;0.0;;0.0;;;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0;0.0;1;0;0;0;0;1;0;0;-1;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;7;;0.0;;;;;;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;1;1;7;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1
8;3m6s75pb;;0;0;32;;;;0;;;0.0;;;;;;;;el73t6hp;;;;;0;bargaining_tdl;0.0;1.0;5;0;0;https://app.prolific.com/submissions/complete?cc=C1HQEIID;8;;0.0;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;1;1;8;;0.0;;0.0;;;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0;0.0;1;0;0;0;0;1;0;0;-1;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;8;;0.0;;;;;;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;1;1;8;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1
9;05m7abc3;;0;0;32;;;;0;;;0.0;;;;;;;;el73t6hp;;;;;0;bargaining_tdl;0.0;1.0;5;0;0;https://app.prolific.com/submissions/complete?cc=C1HQEIID;9;;0.0;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;1;1;9;;0.0;;0.0;;;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0;0.0;1;0;0;0;0;1;0;0;-1;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;9;;0.0;;;;;;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;1;1;9;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1
10;1sskmhno;;0;0;32;;;;0;;;0.0;;;;;;;;el73t6hp;;;;;0;bargaining_tdl;0.0;1.0;5;0;0;https://app.prolific.com/submissions/complete?cc=C1HQEIID;10;;0.0;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;1;1;10;;0.0;;0.0;;;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0;0.0;1;0;0;0;0;1;0;0;-1;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;10;;0.0;;;;;;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;1;1;10;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1
